id,subject_name,percentage_result,centile_result,weight,student
13354,Geography,66,50,0.9723075736299264,80270018300
13355,Mathematics,42,23,0.34798541456971366,80270018300
13356,Foreign Language,60,44,0.944043859666938,80270018300
13357,Physics,26,0,0.6235681492799676,94032260485
13358,Foreign Language,70,95,0.8602823723035062,94032260485
13359,Chemistry,98,25,0.040511238913335856,94032260485
13360,History,4,68,0.37333931250525587,48716542505
13361,Informatics,85,75,0.43325153800276617,48716542505
13362,Mathematics,80,10,0.8662055270137039,48716542505
13363,Foreign Language,21,63,0.3112679139226384,79384458143
13364,Polish,79,11,0.2863255145355009,79384458143
13365,Physics,55,97,0.3714975751567722,79384458143
13366,Foreign Language,0,1,0.38133074602628225,32720383900
13367,Chemistry,60,96,0.40314548245363824,32720383900
13368,Mathematics,14,93,0.16462403218509924,32720383900
13369,Informatics,7,66,0.0806679481223419,70711316535
13370,Physics,58,77,0.0738451463134906,70711316535
13371,Chemistry,31,48,0.09550998275332556,70711316535
13372,Informatics,53,37,0.22176723020956912,73498352812
13373,Mathematics,31,83,0.9807835483869972,73498352812
13374,Chemistry,40,51,0.7326567121359147,73498352812
13375,Foreign Language,20,15,0.10341435884094663,95953544807
13376,Physics,59,74,0.247739458068026,95953544807
13377,Informatics,45,47,0.4135133913677236,95953544807
13378,Mathematics,96,69,0.7794822372336555,61658630201
13379,Foreign Language,53,43,0.08400311609713362,61658630201
13380,Physics,73,55,0.7432630429201705,61658630201
13381,Foreign Language,91,13,0.8561659039216389,21696238014
13382,Physics,41,37,0.024429858684278938,21696238014
13383,Mathematics,99,17,0.04174606870731379,21696238014
13384,Foreign Language,32,64,0.22917574860634704,58169262639
13385,Physics,54,71,0.5965262767341092,58169262639
13386,Polish,84,83,0.5012466008191057,58169262639
13387,Informatics,48,72,0.10637019058510944,77386256937
13388,Mathematics,12,19,0.36530092889762644,77386256937
13389,Polish,60,86,0.8349199303971788,77386256937
13390,Mathematics,96,67,0.014980710925623475,87441904693
13391,Geography,83,57,0.05966732011819276,87441904693
13392,Biology,62,27,0.34838953511533755,87441904693
13393,Mathematics,55,77,0.3932226993503102,10956657809
13394,Biology,2,40,0.19803762097589594,10956657809
13395,Foreign Language,94,83,0.4750837602975383,10956657809
13396,Mathematics,68,37,0.326774975147208,38259598416
13397,Foreign Language,87,51,0.36328172171242135,38259598416
13398,Chemistry,64,10,0.7317625197799801,38259598416
13399,Foreign Language,62,23,0.6933066550228443,79814284120
13400,Physics,11,80,0.9658817033898411,79814284120
13401,Mathematics,40,47,0.6245417019613365,79814284120
13402,Mathematics,9,83,0.35197227213445126,69003462165
13403,Informatics,66,45,0.11929736328410778,69003462165
13404,Foreign Language,43,77,0.4110670510604544,69003462165
13405,Foreign Language,90,47,0.7385285621796572,84851125043
13406,Informatics,93,28,0.8912687887438296,84851125043
13407,Polish,76,90,0.967415211307947,84851125043
13408,Chemistry,30,34,0.9586720205417717,71346830791
13409,Mathematics,73,28,0.3658836939302811,71346830791
13410,Foreign Language,67,19,0.5849646760982893,71346830791
13411,Chemistry,21,50,0.05829493456932566,19467589615
13412,Polish,9,51,0.250462267298167,19467589615
13413,Mathematics,61,12,0.1771127733549428,19467589615
13414,Foreign Language,40,0,0.7086622377437712,50725588397
13415,Mathematics,77,15,0.1151856963182839,50725588397
13416,Polish,11,8,0.4477708439815039,50725588397
13417,Biology,90,4,0.742649575865067,85491323187
13418,Physics,48,7,0.06925487615705417,85491323187
13419,Foreign Language,86,20,0.40374764362481463,85491323187
13420,Foreign Language,90,52,0.11111569525018195,31936105503
13421,Mathematics,59,0,0.5560982618064696,31936105503
13422,Polish,41,71,0.6639293104256027,31936105503
13423,Foreign Language,0,56,0.16551650545910945,24001870503
13424,Physics,1,27,0.7225200382982399,24001870503
13425,Polish,98,20,0.26051313462402126,24001870503
13426,Foreign Language,19,97,0.832868676131124,81724145874
13427,Physics,65,100,0.6677161288658183,81724145874
13428,Polish,52,82,0.41748481364425205,81724145874
13429,Foreign Language,45,37,0.004112870357537157,20155730971
13430,Mathematics,100,42,0.6568022330196974,20155730971
13431,Chemistry,33,78,0.7947306832602106,20155730971
13432,Geography,28,67,0.6268000863915092,21503558846
13433,Foreign Language,29,49,0.5122354452304624,21503558846
13434,Polish,52,81,0.12915512944524787,21503558846
13435,Mathematics,31,2,0.682400657884209,47261954300
13436,Informatics,70,25,0.8440560286908783,47261954300
13437,Foreign Language,60,5,0.9183760147351857,47261954300
13438,Geography,28,12,0.7030036166918097,34179158961
13439,Chemistry,45,32,0.16334978455813043,34179158961
13440,Mathematics,55,61,0.17264014573826114,34179158961
13441,Physics,71,35,0.9987792908687657,16825663089
13442,Other,46,53,0.020888311820106198,16825663089
13443,Mathematics,21,38,0.07749690128146491,16825663089
13444,Physics,69,7,0.7356713129600683,87570187484
13445,Geography,68,35,0.809734016434539,87570187484
13446,Mathematics,51,72,0.15346530972556438,87570187484
13447,Mathematics,63,41,0.4112968566129708,47180887381
13448,Foreign Language,64,61,0.894867151240518,47180887381
13449,Geography,93,29,0.8687845507438848,47180887381
13450,Foreign Language,96,65,0.8877743384450485,45785727628
13451,Chemistry,26,67,0.5108709752410199,45785727628
13452,Physics,31,27,0.402788979544468,45785727628
13453,Informatics,23,78,0.9240988174053228,25494164757
13454,Mathematics,14,75,0.05250608273937585,25494164757
13455,Polish,92,14,0.21376146659940543,25494164757
13456,Mathematics,48,87,0.19083762728767206,73409966993
13457,Foreign Language,69,100,0.019184058022169936,73409966993
13458,Geography,76,42,0.7188064225365928,73409966993
13459,Geography,57,44,0.34183446795537364,80686907959
13460,Informatics,39,57,0.2458275442293678,80686907959
13461,Mathematics,15,31,0.8766515638958,80686907959
13462,Foreign Language,38,26,0.531544062704053,19806266146
13463,Chemistry,39,50,0.23170354997192188,19806266146
13464,Mathematics,11,70,0.5402642609167418,19806266146
13465,Geography,81,37,0.45066725571927657,78178642652
13466,Biology,48,70,0.4906455692958763,78178642652
13467,Physics,40,50,0.13730862775719255,78178642652
13468,Mathematics,72,20,0.9672117753661401,40877803615
13469,Informatics,12,66,0.018663064287225417,40877803615
13470,History,84,14,0.9963105720785023,40877803615
13471,Mathematics,86,52,0.1790915153494218,69634280987
13472,Foreign Language,6,23,0.2942410774583274,69634280987
13473,Geography,60,26,0.37418799001386693,69634280987
13474,Physics,2,73,0.7267701346455264,34343145682
13475,Geography,54,66,0.9348056366430078,34343145682
13476,Mathematics,38,37,0.6170033223878125,34343145682
13477,Foreign Language,18,95,0.8310800189298381,72658142537
13478,Physics,75,37,0.8123418669384901,72658142537
13479,Mathematics,60,83,0.5322035450995036,72658142537
13480,Mathematics,43,19,0.24283998732053624,56581602689
13481,Physics,82,15,0.4623598287186198,56581602689
13482,Biology,82,88,0.8631168513493044,56581602689
13483,Mathematics,9,19,0.1301503123210651,20711252976
13484,Polish,59,62,0.8044904337778709,20711252976
13485,Geography,2,75,0.35109420409918535,20711252976
13486,Mathematics,35,83,0.3202104348161714,70400086240
13487,Foreign Language,7,51,0.07246256568573228,70400086240
13488,Physics,16,56,0.994140932539458,70400086240
13489,Physics,67,43,0.9115703924432657,37960848265
13490,Foreign Language,70,9,0.7200521098604549,37960848265
13491,Polish,24,38,0.19724945185815557,37960848265
13492,Mathematics,17,8,0.041829133007733055,36058551981
13493,Foreign Language,81,26,0.749285272011153,36058551981
13494,Geography,39,22,0.5442657970654361,36058551981
13495,Polish,89,23,0.5597605520919913,64896308524
13496,Foreign Language,51,14,0.9900853986714888,64896308524
13497,Geography,65,19,0.027049788445253964,64896308524
13498,Foreign Language,84,51,0.6955204852940439,25154133406
13499,Geography,67,54,0.6284325065510457,25154133406
13500,Mathematics,38,68,0.6372504968972604,25154133406
13501,Informatics,98,28,0.5598416393561321,16687013388
13502,Physics,30,63,0.08736703085362396,16687013388
13503,Mathematics,14,27,0.5108534621580221,16687013388
13504,Chemistry,43,63,0.36847090490258183,53493432397
13505,Foreign Language,21,63,0.5774115552419476,53493432397
13506,Physics,16,88,0.40689048413536455,53493432397
13507,Foreign Language,95,84,0.3289811087343937,45465824267
13508,Polish,57,21,0.8924841450134317,45465824267
13509,Physics,59,98,0.4190284074968057,45465824267
13510,Foreign Language,78,19,0.31672615501992796,95418688587
13511,Chemistry,33,46,0.3961256520327704,95418688587
13512,Mathematics,27,7,0.36895678894993156,95418688587
13513,Mathematics,1,3,0.7623321130177617,18371534575
13514,Foreign Language,33,75,0.4852819643591999,18371534575
13515,Physics,74,70,0.3034680161723474,18371534575
13516,Polish,42,2,0.32298460482199576,98148131551
13517,Physics,89,48,0.34055141770752073,98148131551
13518,Mathematics,53,63,0.6145274882514473,98148131551
13519,Chemistry,83,15,0.8323449306708228,19398194488
13520,Mathematics,32,59,0.5499066961812225,19398194488
13521,Foreign Language,56,80,0.9082367135877575,19398194488
13522,Foreign Language,35,53,0.4167040095966056,68140457538
13523,Mathematics,54,48,0.8974706305484822,68140457538
13524,Informatics,57,1,0.045216237038096296,68140457538
13525,Mathematics,6,66,0.17608579453311057,79763293668
13526,Foreign Language,94,3,0.42082431062176906,79763293668
13527,Geography,77,8,0.2804419574248258,79763293668
13528,Mathematics,35,61,0.46253462941323975,55354429508
13529,Foreign Language,100,18,0.3930044167153467,55354429508
13530,Polish,72,87,0.5308761062805396,55354429508
13531,Foreign Language,21,5,0.43283772109368424,16483651609
13532,Informatics,13,90,0.5441907635314629,16483651609
13533,Biology,35,40,0.6651020964913433,16483651609
13534,Mathematics,57,24,0.9612365686529853,39489425281
13535,Informatics,58,46,0.8889534886090261,39489425281
13536,Physics,59,93,0.2702895924431259,39489425281
13537,Foreign Language,35,31,0.6092416807698335,50682941753
13538,History,53,49,0.03330656866971504,50682941753
13539,Geography,29,74,0.9274734810043623,50682941753
13540,Mathematics,42,96,0.5683821293104463,62737314376
13541,Polish,44,84,0.3305358274345329,62737314376
13542,Informatics,21,68,0.18767746088688408,62737314376
13543,Other,100,28,0.4508391004588508,99422287162
13544,Mathematics,80,83,0.9424495741630261,99422287162
13545,Informatics,53,9,0.414252052694953,99422287162
13546,Chemistry,17,21,0.9371868301193566,46058792435
13547,Mathematics,99,90,0.09928180613535331,46058792435
13548,Polish,32,63,0.8314271184979222,46058792435
13549,Biology,2,85,0.6985295786807627,46693055433
13550,Informatics,43,18,0.12690105714041122,46693055433
13551,Foreign Language,44,75,0.9147925242926429,46693055433
13552,Foreign Language,71,97,0.11859946871995608,83604974454
13553,Mathematics,91,15,0.8349089706700129,83604974454
13554,Physics,8,65,0.21211302356745598,83604974454
13555,Informatics,95,39,0.21131045556741201,48696423977
13556,Mathematics,32,21,0.23532669180214472,48696423977
13557,Geography,44,4,0.21236290300219063,48696423977
13558,Mathematics,22,80,0.21718371159358885,92365076727
13559,History,89,11,0.23207157211276153,92365076727
13560,Physics,73,66,0.8907200504717543,92365076727
13561,Mathematics,93,98,0.6521452458695617,41402725818
13562,Informatics,33,61,0.8982523953056168,41402725818
13563,Physics,15,81,0.013278213928102911,41402725818
13564,Mathematics,86,18,0.9192223578465366,85949084278
13565,Physics,43,49,0.4772593898049582,85949084278
13566,Foreign Language,37,13,0.6767323675266448,85949084278
13567,Foreign Language,67,24,0.9447190534774123,28982557569
13568,Mathematics,96,40,0.5290508347114601,28982557569
13569,Polish,37,18,0.20707391914284612,28982557569
13570,Physics,99,83,0.7364074141189086,33222044758
13571,Informatics,87,89,0.8910796137466204,33222044758
13572,Biology,45,81,0.98294419460405,33222044758
13573,Polish,45,96,0.0016576563164223401,78160897280
13574,Mathematics,23,13,0.8936263595230238,78160897280
13575,Geography,98,27,0.9797599234353125,78160897280
13576,Mathematics,99,3,0.7873018953403031,10059933104
13577,Polish,50,71,0.9366709876636793,10059933104
13578,Physics,92,69,0.8248741824222331,10059933104
13579,Geography,34,77,0.07218028625583783,11651579015
13580,Mathematics,33,25,0.028602861930641654,11651579015
13581,Informatics,51,70,0.6169260851393565,11651579015
13582,Mathematics,57,0,0.4469692779631699,46791807373
13583,Biology,29,67,0.8812495963015294,46791807373
13584,Physics,86,65,0.411609754337663,46791807373
13585,Polish,75,24,0.5603905924963838,18500476702
13586,Physics,29,83,0.8021700419034675,18500476702
13587,Mathematics,66,25,0.39423555564406976,18500476702
13588,Foreign Language,15,13,0.9344669020625416,60945965159
13589,Polish,9,2,0.5558601430824729,60945965159
13590,Physics,89,28,0.6556878336117867,60945965159
13591,Informatics,53,93,0.8494502330967154,16682092848
13592,Mathematics,8,62,0.9371484608852395,16682092848
13593,Foreign Language,21,48,0.6388906247668092,16682092848
13594,Foreign Language,99,72,0.9352614719670308,84646853928
13595,Polish,39,30,0.49574903782751945,84646853928
13596,Chemistry,16,22,0.899534909810747,84646853928
13597,Biology,11,92,0.44571590644786074,71575531850
13598,Mathematics,49,59,0.8337024228795474,71575531850
13599,Foreign Language,77,53,0.04776376729681864,71575531850
13600,Mathematics,89,30,0.5313373481460947,84160651742
13601,Physics,83,97,0.07040451149726445,84160651742
13602,Informatics,64,25,0.8577186888027802,84160651742
13603,Foreign Language,20,74,0.9312863636937365,44968070945
13604,Mathematics,38,26,0.8255247557131614,44968070945
13605,Biology,56,74,0.5776181329061637,44968070945
13606,Chemistry,8,53,0.41027757136395704,90445624400
13607,Physics,14,55,0.49778662632999726,90445624400
13608,Mathematics,52,99,0.19181024997967677,90445624400
13609,Foreign Language,55,59,0.1345552286725108,44451690762
13610,Mathematics,65,89,0.4089487153788498,44451690762
13611,Informatics,54,41,0.05291964124216053,44451690762
13612,Foreign Language,19,38,0.36771661696270297,74486765501
13613,Mathematics,76,52,0.6138381302727365,74486765501
13614,Biology,33,1,0.5145221645799396,74486765501
13615,Mathematics,59,22,0.7015902861866531,96448306144
13616,Foreign Language,11,48,0.03129399616407735,96448306144
13617,Physics,90,13,0.7575425082066012,96448306144
13618,Chemistry,1,54,0.24360095104311674,30709610074
13619,Foreign Language,60,2,0.5609517626850884,30709610074
13620,Mathematics,2,65,0.3732338304054169,30709610074
13621,Physics,15,59,0.025392257168268095,27929682795
13622,Foreign Language,29,43,0.9633868627598121,27929682795
13623,History,31,55,0.5931558319128745,27929682795
13624,Mathematics,5,75,0.22452444558342022,74626652690
13625,Chemistry,40,4,0.5186148048984863,74626652690
13626,Geography,35,30,0.2830884453937563,74626652690
13627,Mathematics,47,83,0.41775887707501347,22095816285
13628,Informatics,29,25,0.17463374931178288,22095816285
13629,Geography,1,63,0.8603058548956138,22095816285
13630,Foreign Language,44,9,0.11521935057749333,55620591219
13631,Biology,81,21,0.276933516321881,55620591219
13632,Physics,93,98,0.4311864962418053,55620591219
13633,Foreign Language,88,43,0.6825637497774373,63556952933
13634,Geography,29,55,0.3922478987915724,63556952933
13635,Polish,42,65,0.7168715641475158,63556952933
13636,Mathematics,10,24,0.2137016840940945,64822566047
13637,Foreign Language,65,54,0.902143594222819,64822566047
13638,Biology,41,64,0.5318149363060394,64822566047
13639,Polish,78,64,0.4576359811797792,59668302174
13640,Mathematics,83,72,0.09565346139446251,59668302174
13641,Physics,21,48,0.33383066658323757,59668302174
13642,Chemistry,8,27,0.9625000192185337,53026523625
13643,Foreign Language,75,86,0.5320976576824721,53026523625
13644,Mathematics,97,28,0.32443024946279053,53026523625
13645,Biology,72,7,0.33470679315446106,32587189267
13646,Polish,26,68,0.8814716717414353,32587189267
13647,Foreign Language,46,91,0.7234789678556875,32587189267
13648,Polish,33,4,0.9755555800998219,25696090119
13649,Physics,5,69,0.7392937323804898,25696090119
13650,Foreign Language,77,53,0.6321963948201285,25696090119
13651,Biology,86,45,0.8683326402084182,41249692435
13652,Mathematics,91,58,0.13783269187264746,41249692435
13653,Informatics,71,20,0.3404092305925742,41249692435
13654,Foreign Language,60,42,0.13085161261843115,79740667188
13655,Biology,1,10,0.945096169003011,79740667188
13656,Mathematics,27,96,0.5989451412679957,79740667188
13657,Informatics,59,50,0.8016464204331315,99601059530
13658,Physics,47,3,0.1829910989418101,99601059530
13659,Chemistry,65,35,0.28157426217080417,99601059530
13660,Foreign Language,72,98,0.8553859175570245,54182196237
13661,Mathematics,84,60,0.5398444284344802,54182196237
13662,Chemistry,16,49,0.4880405205110293,54182196237
13663,Foreign Language,97,91,0.832865326781488,66234571961
13664,History,63,35,0.9703854118994717,66234571961
13665,Physics,23,3,0.1512077149572213,66234571961
13666,Informatics,85,36,0.0863726603950481,12485314837
13667,Mathematics,35,36,0.922357563600367,12485314837
13668,Foreign Language,19,10,0.014909768785472344,12485314837
13669,Foreign Language,43,66,0.4760109895423579,60660944523
13670,Physics,46,36,0.37453610704898,60660944523
13671,Polish,9,35,0.9910598238389392,60660944523
13672,Informatics,18,91,0.3010544908667352,53074827299
13673,Mathematics,97,60,0.3243257773854189,53074827299
13674,Biology,53,55,0.7555052857228107,53074827299
13675,Mathematics,23,53,0.40649965190481285,59834684664
13676,Foreign Language,67,61,0.5160104452689642,59834684664
13677,Biology,51,38,0.6592937202936731,59834684664
13678,Physics,73,65,0.670081534738383,24753620784
13679,Mathematics,62,49,0.672662605439068,24753620784
13680,Foreign Language,55,10,0.5349118307205643,24753620784
13681,Foreign Language,73,41,0.4312896489627399,83166601461
13682,Geography,75,75,0.4762092235284897,83166601461
13683,Mathematics,3,96,0.9886796542555035,83166601461
13684,Foreign Language,7,84,0.06646085463011497,59351031204
13685,Mathematics,71,20,0.9615687919989439,59351031204
13686,Physics,50,3,0.9841892962769733,59351031204
13687,Physics,86,45,0.3693883769291021,30140234987
13688,Foreign Language,80,25,0.5933381300271592,30140234987
13689,Mathematics,31,100,0.3810536308665713,30140234987
13690,Foreign Language,45,59,0.8548869865589283,64644679149
13691,Physics,53,4,0.25771428960576837,64644679149
13692,Mathematics,13,37,0.4864247930940443,64644679149
13693,Informatics,67,36,0.8830434998404921,31958762906
13694,Mathematics,45,47,0.7440851554148232,31958762906
13695,Polish,33,82,0.3243932609649012,31958762906
13696,Informatics,41,69,0.8322977274349901,98368620197
13697,Foreign Language,13,50,0.8466486050765126,98368620197
13698,Physics,16,74,0.3201295430241148,98368620197
13699,Informatics,37,92,0.7156239911337926,64313708552
13700,Physics,41,34,0.4411169718480623,64313708552
13701,Mathematics,36,27,0.6058590850943685,64313708552
13702,Informatics,16,99,0.8055495117510918,77122468517
13703,Mathematics,59,11,0.6682329546770134,77122468517
13704,Physics,61,32,0.45854679853517943,77122468517
13705,Foreign Language,51,8,0.09582706625985382,82899634626
13706,Mathematics,83,1,0.41059593627097046,82899634626
13707,Physics,69,17,0.4420508959943257,82899634626
13708,Foreign Language,51,86,0.4312373717336174,68429230519
13709,Chemistry,81,47,0.20714558343091727,68429230519
13710,Geography,91,38,0.8756024722315076,68429230519
13711,Mathematics,31,34,0.2663267108231734,10740200357
13712,Foreign Language,34,94,0.18576217553357754,10740200357
13713,Biology,18,69,0.8118906952052865,10740200357
13714,Polish,25,95,0.25745151596061144,15718840029
13715,Biology,23,38,0.4216976837508768,15718840029
13716,Foreign Language,1,82,0.5705924221024443,15718840029
13717,Physics,43,38,0.8680666285278003,99275630027
13718,Polish,15,74,0.3710213947699369,99275630027
13719,Foreign Language,9,24,0.5334117145962193,99275630027
13720,Biology,40,3,0.6949280351003914,92403402889
13721,Foreign Language,73,63,0.16286937384850686,92403402889
13722,Polish,63,95,0.25875449204833134,92403402889
13723,Geography,28,48,0.24701120466689197,97741785817
13724,Foreign Language,20,42,0.6138943145190858,97741785817
13725,Mathematics,22,100,0.772550284649481,97741785817
13726,Physics,58,63,0.09248660376534346,58213103519
13727,Chemistry,46,28,0.5750830459074735,58213103519
13728,Mathematics,19,14,0.7532668632015795,58213103519
13729,Foreign Language,80,5,0.9463527799875526,25448634790
13730,Informatics,8,78,0.8095741033000354,25448634790
13731,Geography,80,96,0.3406967278341536,25448634790
13732,Mathematics,46,46,0.8111052650345048,77977723043
13733,Foreign Language,90,23,0.22477767328865017,77977723043
13734,Physics,90,2,0.14879640927396665,77977723043
13735,Chemistry,95,42,0.7290340412065528,48744209296
13736,Mathematics,91,59,0.023683208078730034,48744209296
13737,Foreign Language,89,35,0.4713045236845801,48744209296
13738,Foreign Language,39,49,0.3263491208759811,35219525823
13739,Informatics,4,47,0.763604911351146,35219525823
13740,Mathematics,49,86,0.4063742268016086,35219525823
13741,Foreign Language,52,97,0.33850693776435237,61888637137
13742,Informatics,80,84,0.1455359167868423,61888637137
13743,History,25,33,0.43448838401332723,61888637137
13744,Mathematics,95,26,0.5898086422698733,35425059474
13745,Chemistry,63,61,0.08986473703025666,35425059474
13746,Foreign Language,17,58,0.7315873985555463,35425059474
13747,Physics,59,62,0.38524130578245663,17950782616
13748,Foreign Language,95,56,0.9385422672564188,17950782616
13749,Informatics,14,68,0.9422158345787921,17950782616
13750,Polish,95,57,0.39728749308397215,90117863253
13751,Chemistry,81,39,0.10790874502415748,90117863253
13752,Mathematics,35,21,0.928873664830869,90117863253
13753,Polish,82,81,0.670037126503632,59985011680
13754,Foreign Language,5,12,0.9670500509329685,59985011680
13755,Chemistry,11,67,0.022250172633711873,59985011680
13756,Foreign Language,77,45,0.13623823559047488,98564297951
13757,Chemistry,56,16,0.8132333643314162,98564297951
13758,Informatics,73,5,0.16596789533548106,98564297951
13759,Geography,11,82,0.2295588357293613,31115983411
13760,Mathematics,57,92,0.4368925508980622,31115983411
13761,Foreign Language,6,23,0.6694834343804569,31115983411
13762,Chemistry,4,62,0.9802319315692489,77506383465
13763,Mathematics,50,72,0.8822067684691556,77506383465
13764,Foreign Language,15,39,0.3408484877623127,77506383465
13765,Physics,6,24,0.02281689552441102,23805940862
13766,Foreign Language,87,8,0.5778271243844059,23805940862
13767,Mathematics,4,20,0.9585338450540598,23805940862
13768,Polish,39,83,0.09172709232532994,62635384492
13769,Foreign Language,45,39,0.7588769277075124,62635384492
13770,Geography,13,6,0.2723240559617913,62635384492
13771,Mathematics,1,60,0.8963386986896292,57782293908
13772,Chemistry,79,26,0.3300063533933165,57782293908
13773,Physics,70,52,0.7191502697179096,57782293908
13774,Foreign Language,40,18,0.8064345505615208,55073553154
13775,Informatics,92,94,0.4991487031900622,55073553154
13776,Mathematics,60,93,0.9247146120533909,55073553154
13777,Foreign Language,12,56,0.8752812307549334,65503079850
13778,Physics,42,21,0.009889971850620238,65503079850
13779,Mathematics,31,59,0.7427189278612794,65503079850
13780,Mathematics,40,64,0.6362904650736069,67509002695
13781,Informatics,30,81,0.05793175248255522,67509002695
13782,Physics,63,32,0.017764936500696327,67509002695
13783,Physics,16,18,0.5308205796727695,51939929560
13784,Chemistry,61,90,0.8826136254404885,51939929560
13785,Geography,10,91,0.10788012468349484,51939929560
13786,Physics,22,36,0.3038838217843469,36907259369
13787,Informatics,65,11,0.1811379615226565,36907259369
13788,Foreign Language,7,55,0.955558167224333,36907259369
13789,Polish,24,87,0.9744970152564599,86031101801
13790,Mathematics,90,56,0.15732015501251062,86031101801
13791,Biology,23,67,0.012699242985990677,86031101801
13792,Physics,98,8,0.8346426661252685,78500472091
13793,Mathematics,54,8,0.2557663205074445,78500472091
13794,Foreign Language,51,29,0.553392912357313,78500472091
13795,Geography,36,61,0.3146110591742797,44979958098
13796,Mathematics,15,38,0.4087622429135629,44979958098
13797,Foreign Language,56,94,0.4338427373882383,44979958098
13798,Physics,43,76,0.7397642381236974,44640109753
13799,Informatics,59,67,0.4268977149344262,44640109753
13800,Foreign Language,14,32,0.23190019578190768,44640109753
13801,Polish,56,70,0.21535110672882207,20535985350
13802,Mathematics,62,15,0.22848515174722617,20535985350
13803,Biology,92,41,0.5842562181193989,20535985350
13804,Foreign Language,39,32,0.8657742205476404,29091303969
13805,Physics,40,40,0.5858977727612882,29091303969
13806,Mathematics,78,66,0.9373285224979953,29091303969
13807,Chemistry,25,86,0.0074293655558037575,37525447005
13808,Mathematics,30,16,0.5749522858737586,37525447005
13809,Other,45,43,0.9083553238541808,37525447005
13810,Foreign Language,52,47,0.8786918069704112,83574527026
13811,Polish,56,42,0.1373399972200292,83574527026
13812,Mathematics,59,40,0.8459605721375734,83574527026
13813,Physics,26,0,0.09893703921796515,80518385655
13814,Foreign Language,89,50,0.602852134816218,80518385655
13815,Informatics,35,18,0.4922575298425459,80518385655
13816,Mathematics,79,18,0.9092877496537091,78565327648
13817,Foreign Language,31,97,0.9075245031689032,78565327648
13818,Physics,17,80,0.2961718883455008,78565327648
13819,Mathematics,69,15,0.018210592594554376,59412178704
13820,Foreign Language,29,30,0.13416269857982976,59412178704
13821,Chemistry,47,93,0.8438593487467734,59412178704
13822,Biology,72,46,0.412997401708448,51793270417
13823,Physics,29,52,0.31009501428281394,51793270417
13824,Chemistry,17,91,0.6131493630233402,51793270417
13825,Geography,54,31,0.18395136588035266,52459464046
13826,Foreign Language,72,52,0.5149354372918591,52459464046
13827,Informatics,48,91,0.7142749934726216,52459464046
13828,Foreign Language,67,62,0.21906592730294006,25317702618
13829,Mathematics,8,93,0.6991766444281045,25317702618
13830,Other,3,32,0.28035805569159056,25317702618
13831,Physics,84,85,0.32065960035674934,51112812596
13832,Polish,75,27,0.17585547242164956,51112812596
13833,Geography,25,69,0.6732230358497591,51112812596
13834,Polish,0,14,0.7222568601314484,24896556110
13835,Foreign Language,74,54,0.2518585761566793,24896556110
13836,Mathematics,96,85,0.3962797229052124,24896556110
13837,Foreign Language,91,25,0.7156859472598264,23044361884
13838,Polish,57,72,0.1753002655461311,23044361884
13839,Mathematics,93,15,0.2697060168810117,23044361884
13840,Mathematics,0,91,0.5779724614526139,22504248989
13841,Foreign Language,1,87,0.02295304562224787,22504248989
13842,Physics,55,96,0.17350332436626303,22504248989
13843,Chemistry,26,34,0.9052459576615003,95586882827
13844,Mathematics,69,55,0.15975284172176107,95586882827
13845,Biology,83,55,0.20437252540563666,95586882827
13846,Mathematics,20,27,0.023340968990417488,25811657815
13847,Polish,57,97,0.43504612902346596,25811657815
13848,Foreign Language,99,50,0.9198762014852091,25811657815
13849,Polish,51,65,0.17318349129732546,77234896127
13850,Chemistry,54,71,0.19040020365531307,77234896127
13851,Foreign Language,60,48,0.7086265532744219,77234896127
13852,Physics,42,91,0.9152079035698957,43579172032
13853,Chemistry,13,32,0.6564089016316584,43579172032
13854,Polish,41,12,0.259233943764153,43579172032
13855,Mathematics,27,75,0.48154952246043525,84218005485
13856,Foreign Language,98,5,0.32102823874512754,84218005485
13857,Informatics,31,83,0.009919057681265553,84218005485
13858,Foreign Language,68,64,0.05077911212289843,50627828028
13859,Informatics,97,92,0.1262724213503088,50627828028
13860,Physics,26,70,0.07390963983286747,50627828028
13861,Mathematics,67,10,0.6031946147360305,86179951756
13862,Geography,90,96,0.2595656368655752,86179951756
13863,Chemistry,89,75,0.2793997121613665,86179951756
13864,Foreign Language,50,58,0.09878647833796661,70701513028
13865,Informatics,46,92,0.641844815162162,70701513028
13866,Mathematics,44,40,0.718720436217867,70701513028
13867,Polish,73,79,0.770307578538882,57211397704
13868,Foreign Language,33,47,0.46673732490876907,57211397704
13869,Informatics,40,56,0.5761675747445779,57211397704
13870,Informatics,32,40,0.2713636040884341,70226191913
13871,Mathematics,76,14,0.3683972458625785,70226191913
13872,Polish,75,63,0.09604836754046908,70226191913
13873,Biology,33,8,0.33792451363224774,65060042237
13874,Other,41,98,0.3654657490592663,65060042237
13875,Physics,7,33,0.2279949544078228,65060042237
13876,Geography,97,56,0.18646953645386077,53189688905
13877,Physics,13,93,0.01643568345306956,53189688905
13878,History,26,96,0.5751868497614251,53189688905
13879,Chemistry,80,35,0.3262317335206961,42894863474
13880,Foreign Language,90,74,0.7618482825553163,42894863474
13881,Physics,80,14,0.6244928511191247,42894863474
13882,Mathematics,22,63,0.531966819069769,59444636940
13883,Chemistry,97,46,0.3898543602051222,59444636940
13884,Biology,22,1,0.43066273888323214,59444636940
13885,Geography,91,17,0.9539116181607942,34210938823
