id,field,level,short_description,student
3106,Voluntary work,international,agjvHFURjFLJbXdPgCzbJGYjpIQBeeBxIgCJffUZKpcZzDVbUgRMpsIMauMVNDAdxcFZrZMxKetYkHZjDpQDhOxPWANUQiwkrDIONLSlYSYIzYZnvXWCZoSXpdAzHEFeZJfSYbdrWsyrYIPQbkjwccagWbhlMEZGnXaytYHXgGjPqdlogTkgpeygttSODuGjJMThSgbqhBiSPwqQIUnKHFHrMljKBUCumswGiSEqZfpcgdvbAPIDBqTQSDiTdiMhFafsrddZAhKMEjMNACmMcFaGZnoauDHjOgymwTPnQkJDDRhYJwghCpqOAHgBvgkhcgAPiuNohxqEQeeIMwnOXpFyqZChZGdySRsfasEkJSPxkjxcqFdFfqCNgqEfYLYiXoUfWVCeRgmetNhsuFHgoaqnyAMRIhvuDetZlLqFHtYtyHeBWVyzuIxhhaNBiYqVEOwULBogoHOLLKUEGpOQrAlDEATJvAqjSxdWdfxONwkiHFWTNBxH,70730179815
3107,Sport,district,bgGcnEGaKoTaGXLXEjgfXPzRAipZKwezsaWsNGVTCbdBeJFrYKRHVPAFtiQCnDzLOkhrqfufyXNfwjAMhHjtZyMoAtxnUpfhVpAfdERlnVljvYMitZJocSgFyerMcUmkvSiDgOahHtyTNZJlumfmIXnlOcHMuYPdXrFfnZRzQNRkTbJuOdWDJCuKbWVXzDbCUehhAojwUEFNwsZwsAkGJWKXeiTRABQVyMlJjTffYtLjxqfrsegTRqjoryaFaaotUJGUEpxTjfEQPgEREyNQlewCzStYlMlRqIMobeKzypBoMxVPOgvlCIgJIgqIguuCNorCsMxaNCernAaODrkCDMEYFYYdmNpbZDFyXeVxawIUmaGSwsZBQwdkcdnDERCszKfrUjZWwzNaiLPfmwOLYwVYvveksWnprPkiqFNKWJOWLyDFgnwgLoydBxLSIVtuMvEDJmUjGdDhrRJtLpsysUEDqitmowavHRXHsmsprBkfMKlvpEfE,41632162146
3108,Sport,national,DkQfSQYTLjDpZNMaJoXxxgypoadAXtuMnmBCIuxYkXkSdZdjTJDmdRyBHuoBgXePJKALrHEdleXWXVdcWbyMnHYYrQIgSYjMqwzXKzJzuRIwplzUwNldLjLROnFAmvGAYFTfLZRWRmmBFXEXduWTEwLkXsRfHHpIegNVVMHyGmeLoWisXWtYwGIsYZwCMDSVNNmNTReVxyPFdXCuqCyvyGJapfDUujhEXCkLsvDbGVsPKcDjYeXqQdIgBLbrbgTKHcFgtTUUxTXyViWgXpnyMTZMGdqYcHeBJbTkzMSEtjNXrYtNTXKIfqqlDBebvAjTnQmouhgQLchdAbuzFTXUFjCcuaDiUVlbSINAVNtgOZnpAwQVLyezfZKCyzgiUnLCertAMxezLHBGmligiEhckJvPdLxtXojnjBAkGXXsnJiRcodtAZQYprXNSVKjyfukHtCVfrhlptLeWXJbOCeOUflsvfKbXFtvxyIXfGLnDqydjWjPDsAQ,10059933104
3109,Sport,district,gCaYjvcJgJtQrMhpTsCsuegihXKqvmSeoLFyBprwEemQydJaVXIUWScFAxfbHfyuHxjSYhmfSntHlJPZikDDJRLTquENxOlIeCNFtgkObBYMXrmmfejaMVKVHbRcxoWBcOfmSeLjLYEOnpohbRKoAbeMZOeGKZxvEfAakdrzEHDIzHDGhlOGNqgKmYPMjapDMouIJiCEReIrGbbFkbpVBtbkPYbyMTgvSDGxZIvzYIKdoRcvZThIaymMpCQGqOyYDwmdqegaJvYZKsvggZKoincERwUDsekuRYuOnNtCATyOiSVHOIebcAHVqdgmaGxnDVAeOoYPFsQZEzlLaffGxdOBGyLrayZnSxchfbqfKArahegFMbvKZlQOVVwnhmDaHGlSuPxWyMQhiRaHnQDJChLBfhCzJNZuCyDsGiyFmsRHmPQjInzPnBXcWwoegNinDinUgwMFkKRhUBaBfwxynakNMaSsuwQQmakGHuSESSoPuGKCjVwV,45697130103
3110,Sport,district,hIIFYitkDtbCQjCjsLfhtYkOEMskXchsgylicwFYxXUgFEmyzmxLmkvKJXFGbGKVTAipxcwOHpdebIUtiERRxoIzQqaIgWbGFBGkEYDTEjrzEMxHrTBmffMpygttddpNhdQNEYjMtyvYLxHbLzHjFWGmCISvGDeAJLPCUnCIVxucJNJSAQownsUyXhRUHSGWXhvFCmgiTECNRElsZRUQpAlIhVKFQbzKsSbMkqICJynjRMhxJCnwycYGpVSWpCSJOUCJuAUBuPSYaMtMNXaHitraxNVhabMlmeIMLMzAScHKphlekLEDnWtphkwagnPCXnLsfbAXZHjSEiHXodoZRqqoNwtmmQnJmRLfiiGsxwyfIOzXoejaSceitgIGPEeRgoWchsNLoaZjmXCpuvvyMSSTOgohgbjREzAafiQOeJnWPqPUfvHlactaoyBDnMXfrydfCsPAkFWVKgFzTfZKEAOrGJMvUcGtZncBZAfstCKhxoqEvQny,78086044985
3111,Knowledge,international,FQtFvCkqKkaTjSrAFwmlxUfhDjMnPhmQmdoflzstkxkqRjhZvlIBOFTDnrYrHqoacfQJuZELhMgBREWfXyKzlfydzzCJmOGqZjpVIhbwLTVfLkAulzPDcDEyBvPPsNSgMXfWyOleRcMclxHjrpcUYAjZsGrUHeGQrNRyjgkTReefMitAZpiNlSkLJpdNHjAlAkUIlPhHboikFeHwYNIVHivuGyaKzHbXVkYiQkGeCAPFGtqvHRPXgueLFgPEJctLezTrLURfRgmatRyBSdjSOushfNGFYivqJdBgvXaIroPxyHLPcLPSkYHsMLuCNJqLWlVuVwPvTNsJZZpLyZLDFWTQWCHIzZzkUemTYhNxpAuQIFVaqzXKljMAdyCsmYWvYKUqPCEWuHNlZFiDMwjDHYzFJfIoecsOVzYQkoJSJPmvChslHvkUKvsKHPhTwSIHzwWzOdSoAvmntsWZDMXvCRHIMBcytyZkYHkDIDAVXPnEsqcOvlTK,87263604729
3112,Sport,provincial,fwJaoOwHCSFRjlBqEeXzYOabLtZHNRRQOKQfQcBpQbqGKdMKjFwnyHqOhauuuDzQGxJhntzHMMcjBMtVyOugAhVJHiDcTIIhEtwBtFybhqLMPPrijbvNiwOPurgIabgzRQgBLObgUliIFTMnbHUfKlIkjkkKxlhRBKFvZjxmpHsHNsRUwTBJjKMwZaGdOwlhmfxPLwAWrffQmKaLJycrRJCKhrZKMuXlbZFWwKcsslkKfqZoSIZeGZImLuMWgDfEpkEiROtSjluVnnHtKgrSAeNJxWEzOIuRTBkThUkzyeyiTdCqEQybEamUkocfvrXalIocTNIyBZguBAthkjUnciYZEfpWqYAzeIUvRQBYwUZNFioVhRfzTQsfEWIRHERZenokFllAaNwRKOXjMGHCFGzRGPlZbajPLSBJQgcDcBixbxdLWxRermCYddLbqMUBQCtUUkvwBTCTboviamzbpOziBNbGWtlUVTzYoUxXdBejbtTnlpZT,93345874228
3113,Knowledge,district,xTBptMPCbOsRRCUwgGuVhSjAVpnWVYoSlydKHHnKNHcoQPWYcuKvCFsKAIBrFnjDlnuxDbFBsPAMQtJvELFHYgZFxdHSNoEeddYQEABkkuXEyiADlqLqQbvdLBGTAyzYenZzSKgscDrZLJgYJEmeWbXZKBijHKhnBCNXUZrRMkVRUqaiAZzunWRpnkRhLhCjkWbREuVJLRKbsfpWKZRtbtJuuwBKjnEHBdPiHhPWfNCvNgyYPLsFcaENHZpGeOLmypvxCRpRSZIAorTlLODTAZQyxLxdWZWgZFswCNbWMuKHLKvxeBqmTAUcGpzQWSJFcWbRZAugRWGzUMBsVrpbssxQEJCjHftVSlDQSfLZdKSHZozBfxGIWEysYuQEjHIbPFQHkofzddKYFLpMTZzDheNFZrkVCySXjWaIShFfBHSWofkQsBZDIkTEcAsINkvIcKPImavMpmEPbakzJEkOLTuCVvhvJiUNSmMKWdjRNqbkVMUsnnUE,61658630201
3114,Voluntary work,district,lkWDmRcAHwrHdclqPgENvAFfwfEcGwyHThEuIJVBmtSMtmnkVfGtNRULkGznFXHMctWIgnSkDlEgBMDvmuobKfxQMOyPOBkjbfgvjlVyXEGSvVhfZttQWxPTyrzqUkihYgDQBYJaEchSqgZcrTystQoRNWAKAyFtrIiYeqLyEAyBHlDydQKptKsasQmRMDEGRYcuRQJwBJSSOKeEauICNKbgiflKAXcmzNdamqzZdHsUddbloNLxbvdgDQgAJgqaDlxfOzEIOUqRxRRoANCknTjSOEYuRqNNxrZByORLShjxWVPqKhNmFtulVLhAqUjjBywtiCDBsWyjvuXrzfKhbWxMLhLZlEbiuDhQTFVKHeCIroNihyIojOfOTjofLaYnBsHOuOCnptNxaqWtwNJdhiLyDFLHZFeuxzzzlYmhpGVvrJSCniKIzKIzyDQNHEqHMDeWwHlaBWoyOFpYqrERoXzGdeJzlhFWFfpbTDjFqbLeXzARrzpX,66871324917
3115,Voluntary work,national,fIxDuAJRsbIaKQjjLJltdFcthPOPSUVAAXhcKcYUNSNJEvFDsQVKrMFlMXOoWAbkFirpWGbabSdEfuIbwWjbwSuCvZMMOiHzgzEuUYumAYzXuvQpHaRxPgbLWNJfMCjmyNXLMcJKItSvnPQCUttxMaooWpUcRwioSbjRDtXDsUOZWbCmRSEmFjymUUrKWZJRDMmyJNcoCBmmdwdLLlvGTuPSGYizfPJLbnusRSBsZVXxwHrVXHNppkOCMQAHXkQOEjikxVyFFwKqKCwjnKTTQazBQjCgAGUtQfIVBAWZjCaRkEWpTyhgdsVqctmzdBubOpAwjQTrqAhdNEalZKkwPnEjgYHZUsaWVtQEIDXApeCUHKiFumWuteasMxAeQsFlsLtCAwYLHkeEsxnVGOWhEzRPuzFkhlBHwezPUyXnzvHddheWQtdOZfbkDjkUnNLXyRibqbjOZsXHfVNYIpTkWgvqjoiPmLpyBiSkaoarHqQNTPXPGUDJ,82533158367
3116,Sport,provincial,gXRqUtzmffrbmxIQZmlvxjkyLIjXmNnSyXUUgcGhOoaWTHZxmqPjyEPAJASZkIthhRcjsObSmKlmnvdcFCpMfhbHnBkHWQlCkSIvdzjVRucgXuAdtKKudoxgmQghYlLsBPfLaSdlIktVKvPGWeMaonxVFrFTMuQrEGVEgGOAVFPRkiZJnQSZZPcTXPBNainXUJfFJatQvwmjVrSvPbwoxiIfrFrTkpAnzjGhDlGeimnTQRheeMXQdhCwVfFNadWhBVRYrCjFrcDSQvDdXskwvpHoBtNTvusrwCfLRaOPHNPBizDCrLNmMNoLsLRPfvvxVRJXwCDnfpJAzORAgptySQdGZmuWkshBoubroVOGAWnmQfSDInNAHWlnccMIUzwgUnDCaXORyxbrQTuXWfEIyxNKnbhFPiwkVFKEhzXpiAdRiDgqJzsufbmPAiYSAQpSPUlSaxKSfbwgtONJSNkMKrSfxAhugZHDJDrHVkbQcAjccbdXyaSJ,45409308324
3117,Voluntary work,district,ChzLCLDcSelTDwFqnwkvcgoXrnXfJNAOWEbXrOtIQuyoURpsWxOfJdHRHutVJSjWlETKMqsHjyDVNMwAMaVwAMIQrWQCDqGuQNLlyTtDeBmQoHvYEzQVktzxtugDGMWZyZzHQrABUNkpiAsGYRlPOMDDtSGSgKZIdMRSxkpPoYYBIFcObuJpGiPjnMwSyhiCoJiqxHQWqjRYZxfYfYiwVNDJvvfAXxriCdfrvGvhQcwwKIaFqHvvAvzBfOksRcxaDfDgvfDatxyvGHokBxypBWLEBAeOIBSTXurKTlvemvWnIdTdhyMnsPtzsFkbupxyrnVtdYxKJOkazYbRdwsXVBrvmrsMVrnBzwmIWlmlqfIaopyMKrpUjfUVsCDKCNKHyWjCoriMevkLFVHxLIcSunlhoIakaanLIkSCWjejPewXZhibRXWfqQaYgDyclZIxcSLVWAtsYMZrksHUGvkOvjkVhqjFyDTPVJpLiIMIAKJlsEoQfQcf,50608936930
3118,Knowledge,international,QPiBsFYXKxzqEeBnCcbXfQRgNaFzbiNWUXDWFCBWodEWwhesqlkiwlTYymMcUbVompjRoOwxaILQIrBRrDhGpStstUfHPGvSwonMSLYjjgoEMueWwOWUoIEBeRVkDTSgrfpalNPcwokfQtcwBRainwyJJPmZneLjQuyvLvwJTTiDUUUdQcSnhJnTNpeZoVTjFztUirXdVNirdoPynEemhVEARqpGPBAcVjiJVAKjpSXTyrBdfjPotTBBKtLazsMTYXhrzvxGiZgvXpqiVTLzQUtnBvYGSccIHiWTDdwQIcPHAyTIUUmCmYRnJBDNSqOYJyxWtLeairpxIWoTCgUssmgQrLciKysBcVowvXXJvUNPShTOXgjHVZtXYrlpNumOMsmUEmndQoYZdZrRHxsFqrpDFUnhFEVkGKYXDElpLYOpUUtmweLxAUIpjzReUMKkUeliWIUDfCctfTeIRhJFneXnccwNlgtHMoHPdrjMDJVvlKNuOGji,44437992368
3119,Sport,national,TVDLLhwvIYqaPfleDycJKFLgtYlfrURveRiwqcLTdFkRjLbWFlhBKMAimXDJNjPNbwTMEbcmjLwkBPVPXNGQHFqexwfvZFLwItcnPLmJckhIaDmFsltcigyLxPvSRrUdHgDEaHmxsLnOQdMWcFanAsyYzoMhyCzXGlsvdpySUCPJENegZxWOMgRGgDNPAUvUYuZhcjazcAtrBvsCHYDJrIYiCEmyfKVahTCKjOcDAWRHXPJYuQEOcNKbykTDWKcrhPczLhVvNzawglbfxRviRdfroDehXuFBXEGbxpQuwwVEzOkRSZLdHpjDQmRMOjXJnMnYEQxrpNwpEPSqxphULVqOeIDlsOYjtYjRWvTVtoDPbIkaeUzbJAswpJGMGwWJLHWfosTYSSXldRJPVybZYGzzHsujLwBWdZcGMkXyBUgSZbAajziazZmrpOEvSxyfHDUYHyvsCVsYrhxKmWLPhCCFonPsiNDnsaYJXHHGkrryRHvoLofv,77731789642
3120,Knowledge,national,EUrWrKqhWOciUGeguFOqGFlKmFiWMwqFlDGoXHmmIzWefzhrsGDmIQQpMoNeSkhejLTgJEHmyGrNDARSPVMWLoLqtxTewPqzeavolhHWBMpDvCprudzEBHzThOEliolWBskCKOzFgamVvvXlqWaAVWajwEVHVPbRRpPJyYUwPkmnRJzEhsqqfnyAMXstZOjWqjMkWgGPGghjwluvSzmHdsTCLRFpZCvoIXOzEikuNcvpdcwtrXySATUTvDZCBudxgbmJERmOqWCmMiKJinmkkCWjsmGbwaRlIPmxnoFuqZPcBcamoMlilMVkyFnclpQckUqDmfjZSZBvIFwRIiBcapQTRKEHfQydhBHjPvvSEdEyjhStnIoLvQTJQSdlVDDIfuqklDcJVuInmyIQryPPbQxUXrUkeHrlmfxgBKJfDVKLvOHIzZmLywtYcXzDNJAAsFdGWutfwRxxQMvXPhINmkZYKjbsBNHoDNfgbJzDRHjEQmbNQRAv,57767843888
3121,Voluntary work,international,uHSBjpJWPxazgtKBfPYGdEXKRNiSDBImILpIpYVOqBFaluPnooRzivmleWUOrUSPhmLHRmJurQgPVIBetbXNDztNtDnUAIOvcTVZhbUSAIwoscZxTWNHTPrKxFPIjsoWgNhEZLlNGUdqTwkjzpfwsYpaOYLgYqeqYBDNOkzqVUeRpErxKXAFsqEDsVGFpWeEqzOWiyLFJyBBPkcIoFXkKoJrmtSJRjkvfKwvqRGPBfnmHZvlEziJOCpSPkzXtYgkOwqeJKvGVXnVMYcqHucyGDEqSrofczoFYAteLiRejmMdBwMoDcjiWjufPYNPGpJJsYkxEzgPrbRjrXDTKGVtTSvXaTjAIahyzsvqOJaEuhJnkuYrhbJMeMqJNDXITniCvroRwpvquAukqIbDNXtfTBQoueblIcmLimZFUjSQqNMjltVTyTSYNUEsKsRbVLABVlRQKIMiwzkdmPKBwQXjziRAfXgBNTbStabpCitICbueHRitNOVo,65468013218
3122,Sport,national,MwGPJTdWeaQerGkzVXzsjjjWXxJnoGqPlLMQCKEpfuQLgnsAYCDZvPzFbeBqQVboXIUuVYCHhpBWkKogGVEdshFWvwSpPRnYLLOYfyWsYFiMmjbrKWtlqyGufBzEmKjSRNlYVsTtgbApcnjeSdSRDttvfglaeNbcdRIFxfNfrLhToWOblcWPIKtmBiZfIpojbTYYPGqdCmsJWVFNohAcUaxVAXKWvJxXgTPTSZArEJNZNPyVYZKMylTKAkGZcwYbUUmphbmxkCESafvXOgSLiPTzssBjAMIgaMjapIIJxylWTcVVOspcVhbiwxXjAtogZLZovHABDsWAJvtMMzsHZxPOQNpxuYfRPNDDmlRVCRZwfpYKFvvJGaNdDBStwQBbqeRNBJkTaRruxdFtHMkPpOppkdjqqqLYMWdceLOIELYQjwzlLieipkdBJBzURKWuqhScRScZIHsRrePXfalXfjUAUBhnAcaRitdJlROZDDbKxvMJJuVd,62270216839
3123,Voluntary work,provincial,fazsYAZqXMmDgXzRYaHrXHCDCYUBhlnPyVuyHhaikXglynktyUaRATJPfhUplUQQdapfBtIdVmculYFLhkhmvXzxZAucBSkGRTwdXlwTJDUfTybbeASRsTVRgIhgMtXIefoljePBxrOwfjKswtwKPmYrDJhZzeaKgLXpqhMpfoJAmuLWRDvHFXitIwYyYAwFEEoJeUIefqmoZqmkVkvaLJlKPETgXnEkUPqqZlBWhmoSQoFvHvkWRvXqSqvqpxFHGjzEHqpHviDHxWZNqRscYTbjiLxSNtTkPFNzYQTIXDDCUpaBeQvAmkTiCLwVdvrSiGpZbCzTLxJnkRJoJrQahcJCRxpnAhWtctMXAtQluIMSFEAjQcUVzzahPSzJkomOOUEhZSsLdXRxjHEkRaYEuloWEMPSFkzdKdQgRjCSRtUCfOpFTsZKowtPddenSuhclcVoowYwGdvuWmOLGmuRHvBEfSDhenZlHROerdxKpJZnopxlWeGc,60340373485
3124,Sport,provincial,sMRVudNNYBCGlyUuZYqwJzHKCZaHNLHYMCsyeZMuvCtaCcBLmCGzZWlJxHzxGcSqFfTEVsueSFQUVsyqspPxTBeosQGWdzFzCZuAuXvJctQWEoWBhOuBrDjYiRmOKZGiBEnnohDZmleSlBJHvSdIBhsAfBQBJYwTNmjGauFuwjjuoFgZtWAVAwyZHlJWSqVLmusKIodGmGcqvRvtIxbHxkTGZLokxCPyvqzeARnbMZvYMTectmhNvOXBkbLxDMPzwUZFkKdhKwzVrYAHJfDkRXnZPqcCKPhvRBbxYfOrUNpDBFsKbebNxflxSKlXHhozeooeaFezzErnrJAgxtmrMXhJRsOvNcvLYVpwJwWSQzaArgMGjsfkKHAcguCklKgnnKTnUYKgEcSQGumpRYrJVcUSxenSrTXVpIzNQQoLMgqemqYHptykdJSFmcezzxwSEbgwfWQNOXbzxkmoqXUVlawdkwjJqVgSHpFmixBkPxAxdZAdzgdW,63027338202
3125,Knowledge,provincial,vzZDdNiqyfqaNwgoFBfrUATzGoKbaaUfHDHNvIHbiZqGtZNAnnXTvyCuqRhwkWasgAmfkNLolVRFHhpIWywhJWAQLbhlwsQMVvMePbFmMgSByddZqTePBtmDkKVRKPxtvUsLWbCcSwThRzNQMCmuoVIGOAhcmoyWFBxLkGesDOmOXRadmWnejcCRpFNKjvqHTcehDdpSEHSVTJWyonHanXBNlfJVwuSqsqjspQZBWFMSRUAnqNhToCOwAAsDOSuMtozywsYMPfALxlHcxFoQPXJXdandzKTSRCUoxIZlCExkkFRjSXnWjpwgxurSmyfyHeUekmdagbNEdfkYyNuGseTVJrMaXRYiQXUaOSAvoEmUzthhoEijlsTtyUekTPNScsJzhDoETTeglJxebKEKBUYVzplLadJkVpzChuUXDlUrmDWyCjhfndMZtTODWNbBNpNOKrDtUnWJKMliBbFetqnaAgPoewLYSkqbmUsVnHJEEpAseEbx,86106155334
3126,Sport,district,orvsShMHnXZPJikmQmQNXosqxOVvITflBFTiDWHXldStSPGspWKkjMnggmDjyMBvZmZPioBoPnjeXTKCBHPkxUpMmhTrIGRfMWsjKtiLzONdxOnKAaKkUPKFMEqLVEVnsqnYafhMjECDschanQZpZZEPXkmRfvLiYZyGNXsemNRxqRSHDPMTqEZVLikTrHcOmchfPXQUzxjIXmktyKhvzxXvPlVAAERghbPESAAHftRwFyRsAdHFJRxlrqabKwJJSpKNdLmDUsAsdzHspTalCuPbkJcFWxRuuAzmvvMBXMGieHzbNULcpPcmDrwspOjkvzisjxlgqvbushuYSFlfyejtSpfOzRvWwmlgLRFvtGsHSTYqGqrTtNtNJxYfZNqzBylMAUvZrFdjDNEvKWVTeeqcqXbJqgSUZkAmetQvOhagRQiHYLrpsEojQDNQvEZldfIWUDgrbuYXgdqaWKiekrJvItrfCEEahOASRrpjcCmJDgiraDlc,20005959537
3127,Sport,district,vskgRKOmePkxAPRswDtLqyIcKXjiKanZjvwiGGTMuLuWASqwLhvHOIlhHUoFIeQKdDjhIZNpdkWrfdWQjCZjkpVrutssajmrzcxFFATVIoqoEyShzXVBiXgUrBnsijgTnrkpCRgtVpOkGGQYrahJSMWmbyzBylSoabHcsFsPKpXDMGnobsJKMdSkTGmKYBqsIpHDaumiCIRCGnxAtVIyplvMGVHlQhfWTQvUsuqhsVKfoEyRnsCWUzixwqtKDkKOJVRuzHomnefmTHGlDPtiNGmmolzBgsMcLpvyDpkMsSypARuRivKqCKNdPxUOAiLytLXFMGVsWNsYiPDqGRpmUufsaaobGpdSJRfDsprySkxppFNWJZuYsHTEFTXyHJGCVmQFmIPSgnUZgAUrYMKFGlztPLpPVTfNHCtDcVErdnHNJPlWpXBXHEjHyVAYnWayQRzIfkmHfecmKuWwKcQXeSarHVMlmPooIPKlzCHWnrUaguEvMLFS,65556139472
3128,Sport,international,DMoJlVIKaiBBmblgxCTSFzkNnHBsZqwTyLzUMjiHhrhsTpRdcIDuwwPgvQkDEHbsNdCMdcpUjoFwebaFbCTyDJTcLzcEOnRPaMYhNpMPfErUdkSAgXphgBIbMfuPifFuwkHcKyPRTdsbgxNXcGHccVUlSCcsnsOxlhoBwIMYFsLPQruTAnMqBnQkmvtnvIdGVJARLEoxWXNxnTzEzkysQAVShAZrUsNmlaGaonvPcfFGehGAgUTSqEhMgKNdwwCKWYgvMLNpdanbBrtFHrUdKNkSoidaAjLCqvtNTQeAiTLdBLXEuFclfKKENwvcVmRiSdjlirQjRCkYQpPkMiEUByucyPemPIMltqIYBulnasLCAtxcqSvPSZWaqzxsJskDMSCDHVGIuqEMTvRAWplGPgsEFySbYIvYrruMQvxgeFgtrSKBwFVoBGBhMDESnTxkIUBAglKabMLLomqnDIuXCxCuQSGgVnTzwtqCQtHosRfvdcpCggBw,60051055168
3129,Sport,district,yOtHpPIXYPfPhgrOZtiCzQZtcZJRSoqXyMRchkWMIdtQOAeMlNLuHwMjXrpqmNpJelhNkIHBbxFpiNBsObvhgesgHkdtYVaiOtPDvirJgMaJmYMZKlTRVNnISwwtwqtXvdHKiVfhKFwcMgLUQRIdcCkydwFiQvKDVFHdjTKQZCSLpIjfrKEbAGWzmgsQhpEbRbtcEZCQxlxseVMoODGkdmOYMAgoZjLzzcwQvVDZDcqyzRAoWnUGpDXXeZTCeuAxqVqtOfvoLqekeXWyCpFiDiLxtpqHCtNtOcgvxXebIvMEeKKCCGHWRIPSGCTmOQbqKmBCJDDwfPvuIPWMyPUfhJRgekHrqnmqYYTGighjABoDfWoLpbdsukesVbhqfLdWqjuCtMiXqnbIvjjObecTIgjjTdFOIGkrEtlCUTkgXlIyGbutxEwDwnkoqKVZiisRSUqyjrEIgAwhnAUUTFwZzNaxqSUIlHIdIFSiLsrgWIzXSvLWrnLa,67055657201
3130,Sport,international,hyORImoTkTPwrmnaRfsqtnlaggkFuyEKgmvQZHttapVKyHfborVEZfgHXSLFNfRdiKaPnbafFfFcpgsmkGXjextVjvQlgpBtxfqDUmMydwQLeWEZTZhBIQYIyQdntzyaHzGZVpKOViFVoAlhmYLrlllIrjxrDRyPQvNyUkRaDtYXQNljTggOHcHkXLNMtBmRAczkpicHoEvkPhgBfYgNwZlFKBTWEvLAIjjNQDeUhOyrsQcpcgCDeBxPFiHeuhJujqPSOnwoBApADqJJyAsHXxMErmEIbfcboHIEazWmewilWcwcqzgwusNLjnvprbenXumastmYDSQblNWSHhloDXpNsWScMDookwXLhEOqqTVMENRkxmNkrShzCrcqhPdbbAsyattmBIPHwSkVcBmibglbmBYUxdlauAAStyzxEwpKETyhQeyzoEzXkvNfVAwsladspgOLBphjrDhqvQFIIrmVFUhDuEfguQjNNoDAKDFKxUDvrlGS,97153050866
3131,Voluntary work,national,UOAJdwxagRfuakBKmjLwLYMrlSAImyTVpdPpHslNNpbKDcjRKwfaQgojtNaHrgJnRDsoDymQonNSXBpIfKylioGOFmclelrlDiIVnGHIUmMwaYmMMJyzPuEFqPaiNYoFzQlbrXsXGKKpKOUASpIvbdUNnLUXUOxmcvBFkcDrElOyqknwXNCCNTEauvEfoHnpQrZuwJxpaUwczESGrJsLOpHaYGKAqlnxISXdmbtSvAtRyXGwllxVtqmPEdMeHzxuREksmgZtgcbeZPiIrnoVnzCNGvlTTqLcYmQHPhovoiVjYoXmIUKGmZvhexNEJhpCBgmXXvfiHECruNKJfZIwSafMiEaZKGdCWwgUpQCifWcGlhuZVCCkRCGfzHrkZdbOTQaPdmtkRlExaXAoGhPmIFDXaLxGfrFPmcsrAWSFDJsvrOOPoEUIxZcGvMIfBIuVxydymfSFTVDBUvDmskzUYtDjNUkrqKpZehJYMLawikCrOjfjmoOR,33375865461
3132,Sport,district,hkGLYOKdHfMDBLJAeMrwfccUyGQQGqLvTgJOCWqPuwfxZTawzbXUKHTnPSuSktaCYZhXkWCSMEGJvMTvHqoJpLUDFuKnReRSvToFfvjdUqmOWlznrMbvndkaugnaHgOuKCUqgZlWuWrApmchiNWbTpSmDgOhYqIUesMjuEyGECiDlBbgfHFCibMTeGcnPxffvEqOaouuJSoPegykzOKITVWRuKWWRHyTaZoPHITibYOURKSdZmLIZSxPVptZgxRlhUnuxFARivmJukgtsVBCeyuPckFNswWlmuvEjsyVgkDkVUxXuUJZolNJzQMeTXYHPKIXxuFksYjDJTSDtUTSedtLWOzmZAhnqpGmmUOzdnJVfDfKLEwJOruyuqBDtMtpvqMsvosOTIqRthKLjycUVKlkUrIiLBSpPjFkJiMtbJPEoFZVPYYQQqRcAmnvAaPfsHHEAsccXWJSkLIEWKmEhjvglZMPrQRnkzSqrqVMHSajFQnAChfG,75500039497
3133,Voluntary work,provincial,jcskwLheZqchPWveyUFtObiFVNCEUOeTgQdFLKUOtDrKnJaoAyVynXGRJqTMbHohRhyYFAepZlVlSmaURQYdeyseSbfqaQhvQYsjHctLawCOcfCpfEMcZORELCRrBKWyXnpUXKZmNNZobCsyHwjTNqcroemBATaJVhHGcapnuIKNPuQYoZpazJZuIxHVWieYwMUdHalorDxTKLcxYPgHrpjBwlVxuiqjHxVNvyVjobFcaqzkRwwNvfVYrCwjuZxQVfCcxWvtrgQrkJjpFbyNtLLikhZfOcCyzRbnKeHqpUsHfBtrKxJnSSiqbQKGRsKkTRqMwyKPPaaXVsWpoZXZRpXFxvPLqNFTIgiLtrDdRuswFvoVkwnhHCIcykVqjvlwyuHlVrxNzUYwcugEXjLYkgJyKKpbbphlozzkPoSyYmpnTtyQhjeaJvNWAelTvchfUpruNOPsrZfKOjqfkGfvwpaHKkumHWpivUluqGRHFDDMnvFFCxHG,43628926692
3134,Voluntary work,national,PIgbcXyFbQppXFUlAqdyqpIAsLTHWeKhUnOQqUvcGWuxjgAKCPPBZBuuoEyhIIiVaFwHtQlQyQtZTizAKAhvspFfToWPBtnhDEEfknwdAollPFzoKqMWdwwAgDupEMVvLDDlVhtGKVAsPdNnYmuZDBTlNPtpAbWsjgDOrqMoQPCWnwWtKHkMYkxRSeaVfUCSTiKoQYFkunkBdKYIUEKVhyBejoTVYzINFiKGfUVegfERIfkYgmHtYbVSQkilFeWIgWwImUexHNZNdRknflDqgrRTPVFWmdRQruIrOuJAInhOqFzidrXejxbctAgBdOjmHqxLeivMMEqDwviBpNIOrygaOBHZUKodbISoaOVPyydgHJyVgCwsjhRbQEHUvQbTNslYkQpDaGQsmZPIhpIWUYvIvvBVPAEnaDOocSKaTVpRufIWByOEhGmFATPnccqCNXOqwuhZlICenlmpOxOufzPxdnCYaDmLCKwCpKWbNPkrWagkjyzm,80679582152
